(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.0, 1.0, 20.0)
(16.5, 1.0, 20.0)
(16.5, 1.0, 20.0)
(16.5, 1.0, 20.0)
(16.5, 1.0, 20.0)
(13.7, 1.0, 22.8)
(11.1, 1.0, 24.1)
(15.0, 1.0, 21.7)
(18.8, 1.0, 18.8)
(20.5, 1.0, 18.3)
(20.5, 1.0, 18.3)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.1, 1.0, 20.0)
(19.7, 1.0, 20.0)
(19.7, 1.0, 20.0)
(19.7, 1.0, 20.0)
(19.7, 1.0, 20.0)
(19.7, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
